city,date,aqi,pm25,pm10,no2,so2,o3,co,data_quality,aqi_yesterday,pm25_lag1,pm10_lag1,so2_lag1,no2_lag1,pm25_lag1_sq,aqi_7day_avg,aqi_30day_avg,aqi_3day_avg,aqi_momentum,aqi_3day_change,aqi_target,month,is_winter,is_monsoon,is_industrial_peak,winter_industrial
Balasore,2020-12-03,133.34,57.41,89.15,23.14,14.23,12.13,0.93,synthetic_nonlinear,136.68,59.73,92.07,15.37,23.22,3567.6728999999996,133.37571428571428,141.592,134.0266666666666,3.304285714285726,2.653333333333393,132.15,12,1,0,0,0
Balasore,2020-12-04,132.15,56.71,89.64,23.71,14.07,11.46,0.93,synthetic_nonlinear,133.34,57.41,89.15,14.23,23.14,3295.9080999999996,135.15571428571428,141.96833333333333,131.40666666666664,-1.8157142857142787,1.9333333333333655,128.53,12,1,0,0,0
Balasore,2020-12-05,128.53,61.79,83.7,21.85,15.69,11.71,0.9,synthetic_nonlinear,132.15,56.71,89.64,14.07,23.71,3216.0241,134.82714285714286,142.203,134.05666666666664,-2.6771428571428544,-1.9066666666666379,118.58,12,1,0,0,0
Balasore,2020-12-06,118.58,51.54,80.83,18.27,13.6,10.18,0.84,synthetic_nonlinear,128.53,61.79,83.7,15.69,21.85,3818.0041,133.45714285714286,142.48533333333333,131.33999999999995,-4.927142857142854,-2.8099999999999454,109.23,12,1,0,0,0
Balasore,2020-12-07,109.23,49.15,76.51,17.57,12.51,9.74,0.76,synthetic_nonlinear,118.58,51.54,80.83,13.6,18.27,2656.3716,130.66857142857143,142.479,126.41999999999996,-12.088571428571427,-7.839999999999961,107.51,12,1,0,0,0
Balasore,2020-12-08,107.51,47.08,73.45,18.89,11.75,10.0,0.75,synthetic_nonlinear,109.23,49.15,76.51,12.51,17.57,2415.7225,126.10142857142857,142.01833333333335,118.77999999999997,-16.871428571428567,-9.549999999999969,115.02,12,1,0,0,0
Balasore,2020-12-09,115.02,48.28,75.83,19.65,13.01,10.94,0.81,synthetic_nonlinear,107.51,47.08,73.45,11.75,18.89,2216.5263999999997,123.71714285714286,141.17466666666667,111.7733333333333,-16.207142857142856,-4.263333333333293,122.5,12,1,0,0,0
Balasore,2020-12-10,122.5,55.67,82.81,21.7,13.9,11.39,0.86,synthetic_nonlinear,115.02,48.28,75.83,13.01,19.65,2330.9584,120.62285714285714,140.75066666666666,110.58666666666663,-5.602857142857147,4.4333333333333655,126.58,12,1,0,0,0
Balasore,2020-12-11,126.58,56.05,82.43,22.82,14.54,11.5,0.89,synthetic_nonlinear,122.5,55.67,82.81,13.9,21.7,3099.1489,119.07428571428571,140.43133333333333,115.00999999999995,3.4257142857142924,7.490000000000052,123.35,12,1,0,0,0
Balasore,2020-12-12,123.35,53.04,82.94,20.83,13.6,10.47,0.85,synthetic_nonlinear,126.58,56.05,82.43,14.54,22.82,3141.6024999999995,118.27857142857144,139.83533333333332,121.36666666666663,8.30142857142856,5.213333333333367,116.52,12,1,0,0,0
Balasore,2020-12-13,116.52,49.81,82.25,18.09,13.22,9.99,0.81,synthetic_nonlinear,123.35,53.04,82.94,13.6,20.83,2813.2416,117.53857142857143,138.77466666666666,124.1433333333333,5.811428571428564,-0.7933333333333081,120.38,12,1,0,0,0
Balasore,2020-12-14,120.38,53.08,83.46,17.96,14.46,11.27,0.84,synthetic_nonlinear,116.52,49.81,82.25,13.22,18.09,2481.0361000000003,117.24428571428572,137.158,122.14999999999996,-0.7242857142857275,-5.629999999999967,126.32,12,1,0,0,0
Balasore,2020-12-15,126.32,57.9,93.64,22.28,13.79,11.26,0.88,synthetic_nonlinear,120.38,53.08,83.46,14.46,17.96,2817.4864,118.83714285714284,135.39433333333332,120.0833333333333,1.5428571428571587,0.2966666666666953,133.23,12,1,0,0,0
Balasore,2020-12-16,133.23,59.54,92.06,22.97,13.14,11.53,0.92,synthetic_nonlinear,126.32,57.9,93.64,13.79,22.28,3352.41,121.52428571428571,133.60566666666665,121.07333333333328,4.795714285714283,5.246666666666712,133.87,12,1,0,0,0
Balasore,2020-12-17,133.87,57.66,90.83,22.56,15.85,11.79,0.93,synthetic_nonlinear,133.23,59.54,92.06,13.14,22.97,3545.0116,124.12571428571428,131.97799999999998,126.64333333333327,9.104285714285709,6.586666666666716,125.79,12,1,0,0,0
Balasore,2020-12-18,125.79,53.49,84.65,20.95,14.0,10.53,0.87,synthetic_nonlinear,133.87,57.66,90.83,15.85,22.56,3324.6755999999996,125.75,130.46666666666667,131.13999999999996,8.120000000000005,2.7300000000000466,127.53,12,1,0,0,0
Balasore,2020-12-19,127.53,53.8,86.44,21.88,13.9,11.33,0.89,synthetic_nonlinear,125.79,53.49,84.65,14.0,20.95,2861.1801,125.63714285714285,129.228,130.96333333333328,0.15285714285715812,-5.173333333333275,121.76,12,1,0,0,0
Balasore,2020-12-20,121.76,56.95,81.05,21.56,13.83,9.97,0.85,synthetic_nonlinear,127.53,53.8,86.44,13.9,21.88,2894.4399999999996,126.23428571428572,128.42366666666666,129.0633333333333,1.2957142857142827,-1.533333333333303,125.08,12,1,0,0,0
Balasore,2020-12-21,125.08,58.95,86.91,22.45,13.61,12.03,0.88,synthetic_nonlinear,121.76,56.95,81.05,13.83,21.56,3243.3025000000002,126.98285714285713,127.57433333333333,125.02666666666664,-5.222857142857123,-3.2666666666666373,105.86,12,1,0,0,0
Balasore,2020-12-22,105.86,45.75,70.41,17.02,11.77,10.28,0.74,synthetic_nonlinear,125.08,58.95,86.91,13.61,22.45,3475.1025000000004,127.65428571428572,127.34833333333333,124.78999999999996,-2.574285714285722,0.2900000000000347,109.67,12,1,0,0,0
Balasore,2020-12-23,109.67,48.74,75.52,18.94,11.28,10.48,0.76,synthetic_nonlinear,105.86,45.75,70.41,11.77,17.02,2093.0625,124.73142857142857,126.11300000000001,117.56666666666665,-18.871428571428567,-11.70666666666665,107.6,12,1,0,0,0
Balasore,2020-12-24,107.6,48.74,76.25,17.86,11.46,9.38,0.75,synthetic_nonlinear,109.67,48.74,75.52,11.28,18.94,2375.5876000000003,121.36571428571428,125.27533333333332,113.53666666666663,-11.695714285714274,-3.8666666666666316,111.41,12,1,0,0,0
Balasore,2020-12-25,111.41,47.35,73.53,18.64,12.31,10.38,0.78,synthetic_nonlinear,107.6,48.74,76.25,11.46,17.86,2375.5876000000003,117.61285714285714,124.36033333333333,107.70999999999997,-10.012857142857143,-0.10999999999997101,115.37,12,1,0,0,0
Balasore,2020-12-26,115.37,50.26,76.28,19.49,12.99,10.61,0.8,synthetic_nonlinear,111.41,47.35,73.53,12.31,18.64,2242.0225,115.55857142857143,123.848,109.55999999999996,-4.1485714285714295,1.850000000000037,117.58,12,1,0,0,0
Balasore,2020-12-27,117.58,53.15,80.72,19.34,12.15,9.38,0.83,synthetic_nonlinear,115.37,50.26,76.28,12.99,19.49,2526.0676,113.82142857142857,123.66433333333333,111.45999999999997,1.5485714285714351,3.910000000000039,133.71,12,1,0,0,0
Balasore,2020-12-28,133.71,60.16,88.86,22.44,14.33,11.88,0.94,synthetic_nonlinear,117.58,53.15,80.72,12.15,19.34,2824.9224999999997,113.22428571428573,123.102,114.78666666666663,4.355714285714271,2.793333333333365,134.28,12,1,0,0,0
Balasore,2020-12-29,134.28,57.36,92.08,20.42,15.64,11.43,0.94,synthetic_nonlinear,133.71,60.16,88.86,14.33,22.44,3619.2255999999998,114.45714285714287,122.95499999999998,122.21999999999996,19.25285714285714,11.490000000000052,134.98,12,1,0,0,0
Balasore,2020-12-30,134.98,59.78,93.02,24.12,14.48,12.26,0.94,synthetic_nonlinear,134.28,57.36,92.08,15.64,20.42,3290.1695999999997,118.51714285714286,122.82766666666666,128.52333333333328,15.762857142857143,5.7566666666667174,139.28,12,1,0,0,0
Balasore,2020-12-31,139.28,61.01,94.4,23.48,15.52,12.49,0.97,synthetic_nonlinear,134.98,59.78,93.02,14.48,24.12,3573.6484,122.13285714285715,122.62033333333333,134.3233333333333,12.847142857142842,0.6566666666666947,133.21,12,1,0,0,0
Balasore,2021-01-01,133.21,58.13,90.8,23.55,14.86,11.76,0.93,synthetic_nonlinear,139.28,61.01,94.4,15.52,23.48,3722.2200999999995,126.65857142857143,123.12299999999999,136.17999999999995,12.621428571428567,3.100000000000051,140.7,1,1,0,0,0
Balasore,2021-01-02,140.7,59.14,92.43,23.23,15.86,12.23,0.98,synthetic_nonlinear,133.21,58.13,90.8,14.86,23.55,3379.0969000000005,129.77285714285716,123.00733333333332,135.8233333333333,3.4371428571428453,-2.613333333333287,142.3,1,1,0,0,0
Balasore,2021-01-03,142.3,59.98,98.42,25.3,16.09,12.91,1.0,synthetic_nonlinear,140.7,59.14,92.43,15.86,23.23,3497.5396,133.39142857142858,123.25266666666667,137.72999999999993,7.308571428571412,2.9700000000000557,153.46,1,1,0,0,0
Balasore,2021-01-04,153.46,67.59,104.45,28.01,16.54,13.69,1.09,synthetic_nonlinear,142.3,59.98,98.42,16.09,25.3,3597.6004,136.92285714285714,123.591,138.73666666666665,5.377142857142871,3.563333333333361,151.52,1,1,0,0,0
Balasore,2021-01-05,151.52,64.42,103.32,26.42,16.62,13.58,1.05,synthetic_nonlinear,153.46,67.59,104.45,16.54,28.01,4568.408100000001,139.74428571428572,124.422,145.48666666666662,13.715714285714284,7.973333333333386,148.28,1,1,0,0,0
Balasore,2021-01-06,148.28,69.02,101.81,26.08,15.79,12.84,1.03,synthetic_nonlinear,151.52,64.42,103.32,16.62,26.42,4149.9364000000005,142.20714285714286,125.52,149.09333333333328,9.312857142857155,2.4266666666667334,143.86,1,1,0,0,0
Balasore,2021-01-07,143.86,63.52,93.94,24.14,15.85,13.11,1.01,synthetic_nonlinear,148.28,69.02,101.81,15.79,26.08,4763.760399999999,144.10714285714286,126.82166666666667,151.08666666666664,4.17285714285714,-2.8066666666666436,144.16,1,1,0,0,0
Balasore,2021-01-08,144.16,60.97,102.44,22.69,16.51,13.62,1.0,synthetic_nonlinear,143.86,63.52,93.94,15.85,24.14,4034.7904000000003,144.76142857142858,128.03333333333333,147.88666666666663,-0.9014285714285677,-4.026666666666614,150.61,1,1,0,0,0
Balasore,2021-01-09,150.61,66.02,102.02,26.42,16.65,13.33,1.05,synthetic_nonlinear,144.16,60.97,102.44,16.51,22.69,3717.3408999999997,146.32571428571427,129.00466666666665,145.43333333333328,-2.165714285714273,-1.2733333333332837,144.99,1,1,0,0,0
Balasore,2021-01-10,144.99,62.74,99.91,24.2,15.68,12.85,1.0,synthetic_nonlinear,150.61,66.02,102.02,16.65,26.42,4358.640399999999,147.74142857142857,129.94166666666666,146.20999999999995,2.8685714285714425,4.4000000000000625,137.99,1,1,0,0,0
Balasore,2021-01-11,137.99,61.47,97.86,24.83,15.19,12.41,0.96,synthetic_nonlinear,144.99,62.74,99.91,15.68,24.2,3936.3076,148.1257142857143,130.55533333333332,146.58666666666662,-3.1357142857143003,-1.5966666666666072,139.23,1,1,0,0,0
Balasore,2021-01-12,139.23,59.0,92.56,22.32,15.25,12.63,0.97,synthetic_nonlinear,137.99,61.47,97.86,15.19,24.83,3778.5609,145.91571428571427,131.04333333333335,144.52999999999997,-7.925714285714264,-6.539999999999964,129.8,1,1,0,0,0
Balasore,2021-01-13,129.8,58.14,87.68,21.22,13.91,12.02,0.91,synthetic_nonlinear,139.23,59.0,92.56,15.25,22.32,3481.0,144.16,131.80033333333333,140.73666666666665,-4.930000000000007,-1.5066666666666606,127.93,1,1,0,0,0
Balasore,2021-01-14,127.93,54.37,83.94,20.14,13.53,11.81,0.89,synthetic_nonlinear,129.8,58.14,87.68,13.91,21.22,3380.2596,141.52,132.11433333333332,135.67333333333332,-11.719999999999999,-5.873333333333306,121.26,1,1,0,0,0
Balasore,2021-01-15,121.26,51.68,81.39,21.55,12.79,10.62,0.84,synthetic_nonlinear,127.93,54.37,83.94,13.53,20.14,2956.0968999999996,139.24428571428572,132.168,132.31999999999996,-11.314285714285717,-4.389999999999958,128.14,1,1,0,0,0
Balasore,2021-01-16,128.14,56.3,83.76,20.83,14.33,12.05,0.89,synthetic_nonlinear,121.26,51.68,81.39,12.79,21.55,2670.8224,135.97285714285715,131.769,126.32999999999997,-14.712857142857146,-5.069999999999965,131.51,1,1,0,0,0
Balasore,2021-01-17,131.51,58.53,93.94,21.46,15.54,12.21,0.92,synthetic_nonlinear,128.14,56.3,83.76,14.33,20.83,3169.6899999999996,132.76285714285714,131.578,125.77666666666663,-4.622857142857157,2.363333333333358,133.95,1,1,0,0,0
Balasore,2021-01-18,133.95,57.55,91.63,23.3,14.36,12.93,0.94,synthetic_nonlinear,131.51,58.53,93.94,15.54,21.46,3425.7609,130.83714285714285,131.76866666666666,126.96999999999996,0.6728571428571399,4.540000000000035,132.01,1,1,0,0,0
Balasore,2021-01-19,132.01,59.54,91.54,23.25,14.95,12.92,0.93,synthetic_nonlinear,133.95,57.55,91.63,14.36,23.3,3312.0024999999996,130.26,131.98266666666666,131.19999999999996,3.6899999999999977,2.7500000000000284,131.52,1,1,0,0,0
Balasore,2021-01-20,131.52,60.28,89.46,21.31,14.17,11.6,0.93,synthetic_nonlinear,132.01,59.54,91.54,14.95,23.25,3545.0116,129.22857142857143,132.32433333333333,132.48999999999995,2.781428571428563,-0.47999999999996135,125.35,1,1,0,0,0
Balasore,2021-01-21,125.35,53.01,87.32,23.16,12.93,12.29,0.87,synthetic_nonlinear,131.52,60.28,89.46,14.17,21.31,3633.6784000000002,129.4742857142857,132.53900000000002,132.4933333333333,2.045714285714297,-0.9733333333333007,114.57,1,1,0,0,0
Balasore,2021-01-22,114.57,47.73,78.06,19.09,12.55,10.05,0.79,synthetic_nonlinear,125.35,53.01,87.32,12.93,23.16,2810.0600999999997,129.1057142857143,133.18866666666665,129.62666666666664,-3.755714285714305,-4.276666666666642,121.8,1,1,0,0,0
Balasore,2021-01-23,121.8,52.61,85.52,21.31,13.18,10.71,0.84,synthetic_nonlinear,114.57,47.73,78.06,12.55,19.09,2278.1528999999996,128.15,133.352,123.81333333333329,-13.580000000000013,-9.243333333333297,127.96,1,1,0,0,0
Balasore,2021-01-24,127.96,56.62,88.14,20.92,14.08,10.92,0.89,synthetic_nonlinear,121.8,52.61,85.52,13.18,21.31,2767.8121,127.24428571428571,133.82533333333333,120.57333333333328,-5.444285714285712,1.2266666666667163,135.3,1,1,0,0,0
Balasore,2021-01-25,135.3,58.88,91.63,21.66,14.29,11.62,0.95,synthetic_nonlinear,127.96,56.62,88.14,14.08,20.92,3205.8243999999995,126.73714285714286,134.377,121.44333333333329,1.222857142857137,6.516666666666708,128.84,1,1,0,0,0
Balasore,2021-01-26,128.84,56.06,88.87,23.19,14.45,11.09,0.89,synthetic_nonlinear,135.3,58.88,91.63,14.29,21.66,3466.8544,126.92999999999999,135.04133333333334,128.3533333333333,8.370000000000019,6.946666666666715,121.93,1,1,0,0,0
Balasore,2021-01-27,121.93,53.91,85.32,21.59,14.65,10.92,0.85,synthetic_nonlinear,128.84,56.06,88.87,14.45,23.19,3142.7236000000003,126.47714285714287,135.41666666666666,130.69999999999996,2.3628571428571377,-1.8599999999999568,122.68,1,1,0,0,0
Balasore,2021-01-28,122.68,50.69,83.38,20.53,12.77,11.66,0.85,synthetic_nonlinear,121.93,53.91,85.32,14.65,21.59,2906.2880999999998,125.10714285714286,135.024,128.68999999999997,-3.1771428571428544,-6.7599999999999625,120.62,1,1,0,0,0
Balasore,2021-01-29,120.62,50.26,82.38,22.26,13.39,11.38,0.84,synthetic_nonlinear,122.68,50.69,83.38,12.77,20.53,2569.4761,124.72571428571429,134.63733333333332,124.4833333333333,-2.0457142857142827,-1.803333333333299,126.06,1,1,0,0,0
Balasore,2021-01-30,126.06,54.1,83.17,21.81,14.71,10.93,0.88,synthetic_nonlinear,120.62,50.26,82.38,13.39,22.26,2526.0676,125.59,134.15866666666665,121.7433333333333,-4.969999999999999,-1.1233333333332922,114.19,1,1,0,0,0
Balasore,2021-01-31,114.19,48.28,83.89,18.98,12.18,10.58,0.79,synthetic_nonlinear,126.06,54.1,83.17,14.71,21.81,2926.81,126.19857142857144,133.71800000000002,123.11999999999996,-0.13857142857143856,2.9400000000000404,121.17,1,1,0,0,0
Balasore,2021-02-01,121.17,54.44,81.57,21.9,12.37,10.73,0.86,synthetic_nonlinear,114.19,48.28,83.89,12.18,18.98,2330.9584,124.23142857142857,133.084,120.28999999999996,-10.041428571428568,-6.099999999999966,128.12,2,0,0,0,0
Balasore,2021-02-02,128.12,55.53,85.49,21.99,12.9,11.54,0.9,synthetic_nonlinear,121.17,54.44,81.57,12.37,21.9,2963.7135999999996,122.21285714285715,132.433,120.4733333333333,-1.0428571428571445,0.696666666666701,122.91,2,0,0,0,0
Balasore,2021-02-03,122.91,54.06,83.59,19.55,13.48,10.38,0.86,synthetic_nonlinear,128.12,55.53,85.49,12.9,21.99,3083.5809,122.11,131.96033333333335,121.15999999999997,6.010000000000005,6.960000000000036,120.66,2,0,0,0,0
Balasore,2021-02-04,120.66,55.82,84.11,21.89,12.91,10.72,0.85,synthetic_nonlinear,122.91,54.06,83.59,13.48,19.55,2922.4836,122.25,130.942,124.06666666666665,0.6599999999999966,-1.156666666666652,122.73,2,0,0,0,0
Balasore,2021-02-05,122.73,56.01,85.08,21.69,13.33,11.41,0.86,synthetic_nonlinear,120.66,55.82,84.11,12.91,21.89,3115.8724,121.96142857142857,129.91333333333333,123.89666666666663,-1.3014285714285734,-3.236666666666636,138.01,2,0,0,0,0
Balasore,2021-02-06,138.01,60.17,94.19,24.15,16.62,12.94,0.96,synthetic_nonlinear,122.73,56.01,85.08,13.33,21.69,3137.1200999999996,122.26285714285714,129.06166666666667,122.09999999999997,0.46714285714286063,0.6300000000000381,141.06,2,0,0,0,0
Balasore,2021-02-07,141.06,59.2,94.67,23.29,15.26,13.07,0.99,synthetic_nonlinear,138.01,60.17,94.19,16.62,24.15,3620.4289000000003,123.97,128.86666666666667,127.13333333333328,14.039999999999992,10.876666666666708,144.36,2,0,0,0,0
Balasore,2021-02-08,144.36,62.61,94.69,24.98,16.01,12.12,1.01,synthetic_nonlinear,141.06,59.2,94.67,15.26,23.29,3504.6400000000003,127.80857142857144,128.76333333333335,133.9333333333333,13.251428571428562,7.126666666666694,133.04,2,0,0,0,0
Balasore,2021-02-09,133.04,54.69,90.84,22.03,14.26,12.01,0.92,synthetic_nonlinear,144.36,62.61,94.69,16.01,24.98,3920.0121,131.12142857142857,128.55499999999998,141.14333333333332,13.238571428571447,3.216666666666697,124.34,2,0,0,0,0
Balasore,2021-02-10,124.34,55.14,85.86,22.35,13.8,11.47,0.87,synthetic_nonlinear,133.04,54.69,90.84,14.26,22.03,2990.9961,131.82428571428574,128.15666666666667,139.48666666666665,1.215714285714256,-6.446666666666658,130.05,2,0,0,0,0
Balasore,2021-02-11,130.05,55.15,86.73,22.01,14.3,11.1,0.9,synthetic_nonlinear,124.34,55.14,85.86,13.8,22.35,3040.4196,132.02857142857144,127.70166666666665,133.9133333333333,-7.688571428571436,-9.573333333333295,123.37,2,0,0,0,0
Balasore,2021-02-12,123.37,52.94,84.68,19.1,14.94,10.68,0.85,synthetic_nonlinear,130.05,55.15,86.73,14.3,22.01,3041.5225,133.37,127.39566666666666,129.14333333333332,-3.319999999999993,0.9066666666666947,115.92,2,0,0,0,0
Balasore,2021-02-13,115.92,50.72,76.53,19.52,12.5,10.48,0.81,synthetic_nonlinear,123.37,52.94,84.68,14.94,19.1,2802.6436,133.46142857142857,127.18133333333334,125.91999999999997,-10.091428571428565,-2.5499999999999687,121.12,2,0,0,0,0
Balasore,2021-02-14,121.12,56.25,81.37,19.64,13.87,11.08,0.85,synthetic_nonlinear,115.92,50.72,76.53,12.5,19.52,2572.5184,130.3057142857143,126.78099999999999,123.1133333333333,-14.385714285714286,-7.1933333333333,123.52,2,0,0,0,0
Balasore,2021-02-15,123.52,53.34,87.19,21.84,13.74,10.96,0.85,synthetic_nonlinear,121.12,56.25,81.37,13.87,19.64,3164.0625,127.45714285714284,126.77633333333333,120.13666666666664,-6.337142857142837,0.9833333333333627,128.85,2,0,0,0,0
Balasore,2021-02-16,128.85,56.85,89.95,20.62,14.08,11.48,0.89,synthetic_nonlinear,123.52,53.34,87.19,13.74,21.84,2845.1556000000005,124.47999999999999,126.62233333333333,120.18666666666665,-0.9599999999999937,3.333333333333343,118.99,2,0,0,0,0
Balasore,2021-02-17,118.99,52.83,87.14,21.39,11.99,10.8,0.83,synthetic_nonlinear,128.85,56.85,89.95,14.08,20.62,3231.9225,123.88142857142857,126.53366666666666,124.49666666666663,4.968571428571423,4.353333333333367,124.85,2,0,0,0,0
Balasore,2021-02-18,124.85,55.14,83.37,21.97,13.77,11.36,0.87,synthetic_nonlinear,118.99,52.83,87.14,11.99,21.39,2791.0089,123.11714285714285,126.03500000000001,123.78666666666663,-4.127142857142857,-4.796666666666638,125.21,2,0,0,0,0
Balasore,2021-02-19,125.21,55.26,88.31,22.09,14.48,10.29,0.88,synthetic_nonlinear,124.85,55.14,83.37,13.77,21.97,3040.4196,122.37428571428572,125.79633333333332,124.22999999999996,2.4757142857142753,0.620000000000033,119.13,2,0,0,0,0
Balasore,2021-02-20,119.13,52.75,83.84,19.28,13.24,10.46,0.84,synthetic_nonlinear,125.21,55.26,88.31,14.48,22.09,3053.6675999999998,122.63714285714286,125.586,123.01666666666664,2.5728571428571314,2.1933333333333564,122.35,2,0,0,0,0
Balasore,2021-02-21,122.35,53.27,82.61,21.06,14.5,11.14,0.86,synthetic_nonlinear,119.13,52.75,83.84,13.24,19.28,2782.5625,123.0957142857143,125.37866666666667,123.06333333333329,-3.9657142857142986,-3.9333333333332945,129.17,2,0,0,0,0
Balasore,2021-02-22,129.17,56.53,85.47,22.06,14.76,11.59,0.9,synthetic_nonlinear,122.35,53.27,82.61,14.5,21.06,2837.6929000000005,123.27142857142857,125.63799999999999,122.22999999999998,-0.9214285714285779,0.12000000000001876,132.35,2,0,0,0,0
Balasore,2021-02-23,132.35,61.43,90.14,21.78,15.19,12.36,0.93,synthetic_nonlinear,129.17,56.53,85.47,14.76,22.06,3195.6409000000003,124.07857142857142,125.88366666666667,123.54999999999995,5.091428571428565,5.620000000000033,132.03,2,0,0,0,0
Balasore,2021-02-24,132.03,58.43,93.52,23.11,14.49,12.08,0.92,synthetic_nonlinear,132.35,61.43,90.14,15.19,21.78,3773.6449,124.57857142857142,126.03,127.95666666666664,7.771428571428572,4.393333333333359,129.15,2,0,0,0,0
Balasore,2021-02-25,129.15,56.42,89.53,21.78,14.18,11.73,0.91,synthetic_nonlinear,132.03,58.43,93.52,14.49,23.11,3414.0649,126.44142857142856,125.921,131.18333333333328,5.588571428571441,0.8466666666667209,135.87,2,0,0,0,0
Balasore,2021-02-26,135.87,58.67,93.71,23.64,15.05,11.41,0.95,synthetic_nonlinear,129.15,56.42,89.53,14.18,21.78,3183.2164000000002,127.05571428571429,125.93133333333334,131.17666666666665,2.094285714285718,-2.0266666666666424,134.32,2,0,0,0,0
Balasore,2021-02-27,134.32,61.45,94.28,23.42,16.22,12.36,0.94,synthetic_nonlinear,135.87,58.67,93.71,15.05,23.64,3442.1689,128.57857142857145,126.396,132.35,7.291428571428554,3.5200000000000102,137.75,2,0,0,0,0
Balasore,2021-02-28,137.75,60.38,94.71,22.6,14.84,11.69,0.96,synthetic_nonlinear,134.32,61.45,94.28,16.22,23.42,3776.1025000000004,130.74857142857144,126.784,133.11333333333332,3.571428571428555,1.2066666666666777,124.27,2,0,0,0,0
Balasore,2021-03-01,124.27,58.8,87.48,20.73,13.22,10.86,0.87,synthetic_nonlinear,137.75,60.38,94.71,14.84,22.6,3645.7444000000005,132.94857142857143,127.355,135.98,4.801428571428573,1.7700000000000102,112.86,3,0,0,0,0
Balasore,2021-03-02,112.86,49.54,75.18,18.25,13.17,9.89,0.79,synthetic_nonlinear,124.27,58.8,87.48,13.22,20.73,3457.4399999999996,132.24857142857144,127.29533333333332,132.11333333333332,-7.978571428571442,-7.8433333333333195,120.11,3,0,0,0,0
Balasore,2021-03-03,120.11,56.2,83.85,20.63,12.79,11.32,0.84,synthetic_nonlinear,112.86,49.54,75.18,13.17,18.25,2454.2116,129.46428571428572,127.251,124.95999999999997,-16.604285714285723,-12.099999999999966,106.86,3,0,0,0,0
Balasore,2021-03-04,106.86,46.26,70.01,17.44,12.59,10.32,0.74,synthetic_nonlinear,120.11,56.2,83.85,12.79,20.63,3158.4400000000005,127.76142857142858,127.21566666666668,119.07999999999997,-7.651428571428582,1.0300000000000296,101.52,3,0,0,0,0
Balasore,2021-03-05,101.52,43.12,73.25,18.66,10.78,9.67,0.71,synthetic_nonlinear,106.86,46.26,70.01,12.59,17.44,2139.9876,124.57714285714285,126.507,113.27666666666664,-17.717142857142846,-6.416666666666643,104.85,3,0,0,0,0
Balasore,2021-03-06,104.85,47.27,70.79,17.56,12.53,9.44,0.74,synthetic_nonlinear,101.52,43.12,73.25,10.78,18.66,1859.3343999999997,119.66999999999999,125.794,109.49666666666663,-18.14999999999999,-7.976666666666631,115.62,3,0,0,0,0
Balasore,2021-03-07,115.62,51.84,78.87,19.31,12.3,10.55,0.81,synthetic_nonlinear,104.85,47.27,70.79,12.53,17.56,2234.4529,115.46000000000001,125.26700000000001,104.40999999999997,-10.610000000000014,0.44000000000002615,110.57,3,0,0,0,0
Balasore,2021-03-08,110.57,45.44,76.29,18.09,13.35,9.58,0.77,synthetic_nonlinear,115.62,51.84,78.87,12.3,19.31,2687.3856000000005,112.29857142857144,125.03,107.32999999999997,3.3214285714285694,8.290000000000035,108.39,3,0,0,0,0
Balasore,2021-03-09,108.39,47.04,69.47,18.51,12.23,9.62,0.76,synthetic_nonlinear,110.57,45.44,76.29,13.35,18.09,2064.7936,110.34142857142857,124.11533333333333,110.34666666666664,0.22857142857142776,0.2233333333333576,105.22,3,0,0,0,0
Balasore,2021-03-10,105.22,44.88,70.13,19.28,11.87,9.89,0.73,synthetic_nonlinear,108.39,47.04,69.47,12.23,18.51,2212.7616,109.70285714285716,123.02633333333333,111.52666666666664,-1.3128571428571547,-3.136666666666642,110.44,3,0,0,0,0
Balasore,2021-03-11,110.44,50.75,74.28,21.12,11.61,9.4,0.77,synthetic_nonlinear,105.22,44.88,70.13,11.87,19.28,2014.2144000000003,107.57571428571428,121.72166666666666,108.05999999999996,-2.355714285714285,-2.839999999999961,105.91,3,0,0,0,0
Balasore,2021-03-12,105.91,47.99,70.45,16.26,11.33,9.39,0.74,synthetic_nonlinear,110.44,50.75,74.28,11.61,21.12,2575.5625,108.08714285714287,120.96833333333332,108.01666666666664,2.3528571428571325,2.4233333333333604,90.04,3,0,0,0,0
Balasore,2021-03-13,90.04,39.06,61.13,15.36,10.34,7.66,0.63,synthetic_nonlinear,105.91,47.99,70.45,11.33,16.26,2303.0401,108.71428571428571,120.354,107.18999999999998,-2.8042857142857116,-1.279999999999987,95.97,3,0,0,0,0
Balasore,2021-03-14,95.97,41.73,66.26,15.48,10.85,8.52,0.68,synthetic_nonlinear,90.04,39.06,61.13,10.34,15.36,1525.6836,106.59857142857142,119.02033333333333,102.12999999999998,-16.558571428571412,-12.089999999999975,105.93,3,0,0,0,0
Balasore,2021-03-15,105.93,48.18,68.9,17.43,11.79,9.37,0.74,synthetic_nonlinear,95.97,41.73,66.26,10.85,15.48,1741.3928999999998,103.79142857142857,118.107,97.30666666666663,-7.821428571428569,-1.3366666666666305,110.11,3,0,0,0,0
Balasore,2021-03-16,110.11,46.52,70.97,17.85,12.32,10.61,0.78,synthetic_nonlinear,105.93,48.18,68.9,11.79,17.43,2321.3124,103.12857142857145,117.77399999999999,97.31333333333332,2.801428571428559,8.616666666666688,106.73,3,0,0,0,0
